Scan:     22 RXSJ011848.2+383 2015-10-21 +02 22 53.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -101.9127406135317671      0.0016909
    -101.3093084364387266     -0.0141950
    -100.7058738292732158     -0.0124429
    -100.1024367920684739     -0.0091805
     -99.4989973247912474      0.0045592
     -98.8955554274082260      0.0086430
     -98.2921110999527343      0.0107141
     -97.6886643423248699     -0.0005044
     -97.0852151545912534     -0.0078309
     -96.4817635367185744     -0.0076311
     -95.8783094886735370      0.0045688
     -95.2748530103896059     -0.0002225
     -94.6713941019665981      0.0055982
     -94.0679327633379785      0.0095091
     -93.4644689945037044      0.0016483
     -92.8610027953639872     -0.0076051
     -92.2575341660186155      0.0190888
     -91.6540631064010540      0.0166420
     -91.0505896165112887      0.0049165
     -90.4471136963493478     -0.0144467
     -89.8436353457820616      0.0057301
     -89.2401545649758816      0.0046120
     -88.6366713537976381      0.0138776
     -88.0331857122806412      0.0112294
     -87.4296976403250312      0.0057078
     -86.8262071380639355      0.0129087
     -86.2227142053642268      0.0250899
     -85.6192188422924829      0.0064857
     -85.0157210487155339      0.0182346
     -84.4122208247665640      0.0130662
     -83.8087181703124031      0.0246204
     -83.2052130854196292      0.0128909
     -82.6017055700549605      0.0160965
     -81.9981956241185372      0.0282253
     -81.3946832477102333      0.0436915
     -80.7911684407634425      0.0386023
     -80.1876512032782074      0.0340882
     -79.5841315351879359      0.0426328
     -78.9806094365591917      0.0476908
     -78.3770849073587073      0.0655586
     -77.7735579475531722      0.0854738
     -77.1700285570427695      0.0823746
     -76.5664967359939084      0.1082533
     -75.9629624842734330      0.1149126
     -75.3594258018813719      0.1145117
     -74.7558866887844147      0.1261083
     -74.1523451450158717      0.1562313
     -73.5488011705424469      0.1962365
     -72.9452547653641403      0.2124927
     -72.3417059294476559      0.2196535
     -71.7381546626931481      0.2367376
     -71.1346009652670688      0.2724767
     -70.5310448370362337      0.2809606
     -69.9274862780339674      0.3077910
     -69.3239252881271000      0.3331794
     -68.7203618674820547      0.3637326
     -68.1167960159657326      0.3916981
     -67.5132277336113731      0.3941247
     -66.9096570203524408      0.4181685
     -66.3060838762555136      0.4465411
     -65.7025083012206892      0.4975131
     -65.0989302953145739      0.5090164
     -64.4953498584705756      0.5346642
     -63.8917669906221590      0.5408144
     -63.2881816918691484      0.5402998
     -62.6845939621449872      0.5760844
     -62.0810038014496754      0.5954553
     -61.4774112096833605      0.6042590
     -60.8738161869459020      0.6349214
     -60.2702187332039969      0.6668459
     -59.6666188483910958      0.6528224
     -59.0630165324739025      0.6816596
     -58.4594117855189879      0.7206450
     -57.8558046074930843      0.7261991
     -57.2521949983628815      0.7464377
     -56.6485829580951119      0.7820212
     -56.0449684866564866      0.7900774
     -55.4413515841468580      0.8002728
     -54.8377322504330991      0.8196481
     -54.2341104855484843      0.8252394
     -53.6304862894264431      0.8537959
     -53.0268596621668422      0.8655279
     -52.4232306036365259      0.8859096
     -51.8195991139020791      0.9168164
