Scan:    605 RXSJ225148.5+341 2015-10-27 +21 26 58.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -272.5934003733723898      0.0107714
    -271.9906397880230315      0.0158719
    -271.3878767765952489      0.0184441
    -270.7851113391888020      0.0038393
    -270.1823434757039877     -0.0178333
    -269.5795731861406352     -0.0065646
    -268.9768004705321687      0.0017158
    -268.3740253288119106     -0.0000130
    -267.7712477610132282      0.0097158
    -267.1684677670029373      0.0097978
    -266.5656853469142220     -0.0011420
    -265.9629005006804618      0.0073047
    -265.3601132282684034      0.0145982
    -264.7573235296447365      0.0085881
    -264.1545314048427713      0.0218884
    -263.5517368538292544     -0.0027990
    -262.9489398765708188      0.0078183
    -262.3461404730675213     -0.0002158
    -261.7433386433526152      0.0064088
    -261.1405343873262836     -0.0095562
    -260.5377277049885265      0.0095656
    -259.9349185964059075      0.0192041
    -259.3321070615118060      0.0144217
    -258.7292931002730256      0.0118487
    -258.1264767126228890     -0.0011472
    -257.5236578986613836      0.0047370
    -256.9208366583550855      0.0109874
    -256.3180129916375449      0.0004979
    -255.7151868984753946      0.0075386
    -255.1123583789352551      0.0054025
    -254.5095274329838162     -0.0108941
    -253.9066940605212608      0.0054442
    -253.3038582616473775     -0.0046455
    -252.7010200362956596      0.0031094
    -252.0981793844327967     -0.0148627
    -251.4953363060587606     -0.0127179
    -250.8924908011736079      0.0074478
    -250.2896428697773104     -0.0133195
    -249.6867925118033043      0.0063215
    -249.0839397272183078     -0.0070052
    -248.4810845161221380     -0.0072843
    -247.8782268784482881      0.0132744
    -247.2753668140636023     -0.0016547
    -246.6725043231344898      0.0115842
    -246.0696394055610767     -0.0016017
    -245.4667720613433914     -0.0054445
    -244.8639022904148703      0.0010867
    -244.2610300928420486     -0.0003334
    -243.6581554685583910      0.0040333
    -243.0552784175972079     -0.0110714
    -242.4523989398253150     -0.0007631
    -241.8495170353758112      0.0059371
    -241.2466327041822467      0.0095890
    -240.6437459462112258     -0.0105817
    -240.0408567613962134      0.0015588
    -239.4379651498371118      0.0069792
    -238.8350711114673288     -0.0065855
    -238.2321746462202157      0.0036155
    -237.6292757541624496     -0.0060714
    -237.0263744352607205     -0.0042208
    -236.4234706894817180      0.0063911
    -235.8205645167921318      0.0022132
    -235.2176559172253292      0.0058685
    -234.6147448907479429     -0.0123492
    -234.0118314373267481      0.0183238
